time,status,f0
10h 54,reversed,2
10h 55,approved,369
10h 55,denied,35
10h 55,reversed,1
10h 55,backend_reversed,3
10h 56,approved,362
10h 56,denied,38
10h 56,backend_reversed,1
10h 56,reversed,3
10h 57,reversed,4
10h 57,denied,47
10h 57,backend_reversed,1
10h 57,approved,339
10h 58,reversed,1
10h 58,approved,355
10h 58,refunded,1
10h 58,denied,36
10h 58,backend_reversed,1
10h 59,reversed,2
10h 59,backend_reversed,1
10h 59,approved,381
10h 59,denied,39
10h 59,refunded,1
11h 00,denied,34
11h 00,backend_reversed,1
11h 00,approved,375
11h 00,reversed,2
11h 01,approved,373
11h 01,denied,41
11h 01,reversed,3
11h 02,denied,28
11h 02,approved,354
11h 02,backend_reversed,4
11h 03,backend_reversed,1
11h 03,approved,354
11h 03,denied,34
11h 03,reversed,1
11h 04,denied,48
11h 04,reversed,1
11h 04,approved,396
11h 04,refunded,2
11h 05,reversed,4
11h 05,approved,396
11h 05,denied,36
11h 06,denied,34
11h 06,reversed,1
11h 06,approved,364
11h 06,refunded,1
11h 07,denied,42
11h 07,reversed,4
11h 07,approved,348
11h 07,refunded,2
11h 08,approved,356
11h 08,denied,31
11h 08,refunded,3
11h 08,reversed,3
11h 09,approved,379
11h 09,backend_reversed,1
11h 09,denied,28
11h 09,reversed,5
11h 10,approved,355
11h 10,denied,32
11h 10,backend_reversed,1
11h 11,denied,37
11h 11,approved,378
11h 11,backend_reversed,1
11h 11,refunded,1
11h 12,denied,35
11h 12,backend_reversed,1
11h 12,approved,356
11h 12,refunded,3
11h 13,approved,382
11h 13,denied,26
11h 13,backend_reversed,1
11h 13,reversed,1
11h 14,reversed,2
11h 14,denied,34
11h 14,approved,353
11h 15,denied,43
11h 15,refunded,2
11h 15,reversed,3
11h 15,approved,382
11h 16,backend_reversed,1
11h 16,denied,34
11h 16,approved,330
11h 16,reversed,2
11h 17,reversed,2
11h 17,approved,376
11h 17,denied,38
11h 18,refunded,1
11h 18,denied,34
11h 18,approved,324
11h 18,reversed,4
11h 19,backend_reversed,1
11h 19,approved,373
11h 19,denied,39
11h 19,reversed,1
11h 20,approved,377
11h 20,denied,22
11h 20,refunded,1
11h 21,approved,356
11h 21,denied,35
11h 21,reversed,1
11h 22,approved,377
11h 22,denied,37
11h 22,refunded,1
11h 23,denied,33
11h 23,approved,367
11h 23,reversed,1
11h 24,approved,371
11h 24,reversed,3
11h 24,refunded,1
11h 24,denied,26
11h 25,reversed,3
11h 25,denied,30
11h 25,approved,391
11h 25,refunded,2
11h 25,backend_reversed,1
11h 26,approved,382
11h 26,denied,35
11h 26,reversed,3
11h 27,approved,380
11h 27,denied,52
11h 27,refunded,1
11h 27,reversed,2
11h 28,backend_reversed,1
11h 28,denied,40
11h 28,approved,349
11h 28,reversed,3
11h 28,refunded,1
11h 29,approved,346
11h 29,denied,35
11h 30,denied,34
11h 30,reversed,1
11h 30,approved,377
11h 31,approved,368
11h 31,reversed,3
11h 31,denied,35
11h 32,reversed,3
11h 32,approved,351
11h 32,denied,29
11h 32,backend_reversed,1
11h 33,approved,358
11h 33,refunded,1
11h 33,denied,18
11h 33,reversed,1
11h 34,reversed,1
11h 34,refunded,1
11h 34,denied,40
11h 34,approved,327
11h 35,denied,38
11h 35,reversed,3
11h 35,approved,355
11h 36,denied,31
11h 36,approved,392
11h 36,reversed,5
11h 36,refunded,2
11h 37,reversed,2
11h 37,backend_reversed,1
11h 37,approved,379
11h 37,denied,36
11h 37,refunded,1
11h 38,approved,407
11h 38,denied,33
11h 39,approved,371
11h 39,denied,29
11h 39,reversed,2
11h 40,approved,397
11h 40,denied,33
11h 40,backend_reversed,2
11h 40,reversed,2
11h 41,denied,28
11h 41,reversed,1
11h 41,approved,349
11h 42,approved,382
11h 42,denied,34
11h 42,reversed,3
11h 43,approved,370
11h 43,denied,48
11h 43,reversed,3
11h 44,denied,36
11h 44,reversed,1
11h 44,approved,384
11h 45,reversed,2
11h 45,approved,358
11h 45,denied,33
11h 46,approved,366
11h 46,reversed,1
11h 46,denied,41
11h 46,refunded,3
11h 47,approved,375
11h 47,denied,45
11h 47,reversed,1
11h 48,backend_reversed,1
11h 48,approved,364
11h 48,refunded,1
11h 48,denied,34
11h 49,reversed,3
11h 49,approved,378
11h 49,denied,38
11h 50,denied,34
11h 50,approved,390
11h 50,reversed,1
11h 50,backend_reversed,2
11h 50,refunded,1
11h 51,backend_reversed,1
11h 51,denied,38
11h 51,approved,347
11h 51,reversed,2
11h 52,approved,391
11h 52,denied,43
11h 52,reversed,1
11h 53,reversed,2
11h 53,approved,366
11h 53,denied,45
11h 54,reversed,1
11h 54,denied,38
11h 54,refunded,1
11h 54,approved,293
11h 55,approved,354
11h 55,denied,36
11h 55,reversed,2
11h 56,denied,36
11h 56,approved,337
11h 56,reversed,5
11h 57,denied,28
11h 57,approved,337
11h 57,reversed,1
11h 58,reversed,2
11h 58,refunded,1
11h 58,approved,333
11h 58,denied,33
11h 59,denied,19
11h 59,reversed,1
11h 59,approved,330
12h 00,approved,339
12h 00,denied,24
12h 00,failed,1
12h 00,reversed,1
12h 01,approved,332
12h 01,refunded,1
12h 01,backend_reversed,1
12h 01,reversed,1
12h 01,denied,27
12h 02,approved,365
12h 02,denied,39
12h 02,reversed,1
12h 02,backend_reversed,1
12h 03,denied,38
12h 03,approved,354
12h 04,approved,335
12h 04,backend_reversed,1
12h 04,denied,31
12h 05,denied,36
12h 05,approved,354
12h 05,reversed,2
12h 06,denied,19
12h 06,approved,337
12h 06,refunded,1
12h 06,reversed,2
12h 07,denied,33
12h 07,backend_reversed,1
12h 07,approved,311
12h 08,approved,334
12h 08,reversed,2
12h 08,denied,42
12h 09,approved,359
12h 09,denied,27
12h 09,reversed,2
12h 10,approved,302
12h 10,reversed,1
12h 10,denied,45
12h 11,approved,325
12h 11,denied,25
12h 11,reversed,5
12h 12,approved,312
12h 12,denied,30
12h 12,reversed,2
12h 13,denied,24
12h 13,approved,336
12h 13,backend_reversed,1
12h 14,approved,303
12h 14,reversed,5
12h 14,denied,34
12h 14,backend_reversed,1
12h 15,denied,21
12h 15,approved,321
12h 15,reversed,1
12h 16,denied,30
12h 16,reversed,1
12h 16,backend_reversed,1
12h 16,approved,307
12h 16,refunded,1
12h 17,approved,307
12h 17,denied,38
12h 18,denied,25
12h 18,approved,308
12h 19,reversed,2
12h 19,refunded,1
12h 19,approved,342
12h 19,denied,35
12h 20,approved,322
12h 20,denied,32
12h 21,approved,291
12h 21,reversed,1
12h 21,refunded,1
12h 21,denied,26
12h 21,backend_reversed,2
12h 22,backend_reversed,1
12h 22,reversed,1
12h 22,approved,300
12h 22,denied,27
12h 23,denied,38
12h 23,approved,280
12h 24,approved,306
12h 24,denied,23
12h 24,reversed,1
12h 24,backend_reversed,2
12h 25,refunded,1
12h 25,denied,27
12h 25,approved,314
12h 25,reversed,1
12h 26,reversed,1
12h 26,approved,314
12h 26,denied,20
12h 27,denied,19
12h 27,refunded,1
12h 27,approved,270
12h 27,reversed,1
12h 28,failed,1
12h 28,reversed,2
12h 28,denied,28
12h 28,approved,287
12h 29,approved,291
12h 29,denied,24
12h 29,refunded,2
12h 29,reversed,2
12h 30,approved,293
12h 30,backend_reversed,1
12h 30,refunded,1
12h 30,denied,31
12h 31,reversed,1
12h 31,approved,310
12h 31,denied,21
12h 32,reversed,2
12h 32,refunded,1
12h 32,denied,36
12h 32,approved,272
12h 33,approved,263
12h 33,denied,20
12h 33,reversed,1
12h 34,approved,310
12h 34,denied,25
12h 34,refunded,1
12h 35,backend_reversed,4
12h 35,approved,292
12h 35,refunded,1
12h 35,reversed,2
12h 35,denied,29
12h 36,reversed,1
12h 36,denied,21
12h 36,approved,300
12h 36,backend_reversed,2
12h 37,approved,262
12h 37,denied,21
12h 37,reversed,1
12h 37,backend_reversed,1
12h 38,backend_reversed,1
12h 38,denied,31
12h 38,refunded,1
12h 38,reversed,3
12h 38,approved,273
12h 39,denied,22
12h 39,approved,269
12h 39,reversed,1
12h 40,approved,259
12h 40,denied,22
12h 40,refunded,1
12h 40,reversed,2
12h 41,approved,288
12h 41,reversed,2
12h 41,denied,20
12h 41,backend_reversed,1
12h 42,approved,278
12h 42,denied,27
12h 42,refunded,2
12h 42,backend_reversed,1
12h 43,reversed,4
12h 43,approved,280
12h 43,denied,18
12h 44,approved,276
12h 44,reversed,1
12h 44,denied,32
12h 45,approved,264
12h 45,reversed,1
12h 45,denied,30
12h 46,denied,32
12h 46,approved,277
12h 46,reversed,1
12h 47,approved,273
12h 47,failed,1
12h 47,denied,29
12h 48,refunded,1
12h 48,reversed,2
12h 48,denied,12
12h 48,approved,277
12h 49,approved,293
12h 49,reversed,1
12h 49,denied,24
12h 50,approved,285
12h 50,denied,29
12h 50,reversed,2
12h 51,denied,24
12h 51,approved,274
12h 51,reversed,3
12h 52,reversed,3
12h 52,denied,25
12h 52,approved,305
12h 53,approved,316
12h 53,reversed,1
12h 53,denied,27
12h 53,backend_reversed,1
12h 54,denied,39
12h 54,refunded,1
12h 54,approved,278
12h 54,reversed,1
12h 55,denied,35
12h 55,approved,233
12h 55,reversed,2
12h 56,denied,28
12h 56,reversed,3
12h 56,approved,286
12h 56,backend_reversed,1
12h 57,reversed,1
12h 57,backend_reversed,1
12h 57,denied,28
12h 57,approved,259
12h 58,denied,27
12h 58,backend_reversed,1
12h 58,approved,308
12h 58,reversed,6
12h 59,backend_reversed,4
12h 59,denied,28
12h 59,approved,293
13h 00,denied,25
13h 00,reversed,3
13h 00,refunded,1
13h 00,backend_reversed,3
13h 00,approved,294
13h 01,approved,280
13h 01,backend_reversed,2
13h 01,denied,23
13h 01,reversed,2
13h 02,approved,296
13h 02,backend_reversed,4
13h 02,refunded,1
13h 02,denied,26
13h 03,denied,31
13h 03,backend_reversed,2
13h 03,approved,283
13h 03,reversed,1
13h 04,approved,305
13h 04,backend_reversed,2
13h 04,denied,19
13h 05,approved,292
13h 05,reversed,1
13h 05,denied,21
13h 06,reversed,1
13h 06,denied,27
13h 06,approved,271
13h 07,approved,280
13h 07,reversed,1
13h 07,denied,23
13h 08,approved,291
13h 08,denied,23
13h 08,reversed,2
13h 09,approved,263
13h 09,denied,37
13h 09,reversed,3
13h 10,approved,292
13h 10,reversed,1
13h 10,failed,1
13h 10,refunded,1
13h 10,denied,29
13h 11,denied,25
13h 11,reversed,4
13h 11,approved,303
13h 12,approved,242
13h 12,reversed,5
13h 12,denied,30
13h 12,refunded,1
13h 13,denied,27
13h 13,reversed,1
13h 13,backend_reversed,1
13h 13,approved,283
13h 14,denied,24
13h 14,refunded,2
13h 14,approved,271
13h 14,reversed,1
13h 15,approved,292
13h 15,reversed,3
13h 15,denied,27
13h 15,refunded,1
13h 16,approved,308
13h 16,denied,31
13h 16,refunded,1
13h 17,reversed,1
13h 17,denied,34
13h 17,approved,310
13h 18,approved,259
13h 18,denied,39
13h 19,denied,37
13h 19,approved,286
13h 19,reversed,5
13h 20,approved,300
13h 20,denied,25
13h 20,backend_reversed,1
13h 20,reversed,2
13h 21,reversed,3
13h 21,denied,29
13h 21,approved,274
13h 22,denied,39
13h 22,approved,303
13h 22,reversed,2
13h 23,approved,256
13h 23,denied,19
13h 24,refunded,2
13h 24,approved,283
13h 24,denied,26
13h 24,reversed,2
13h 25,approved,307
13h 25,denied,33
13h 25,reversed,1
13h 25,refunded,1
13h 26,backend_reversed,1
13h 26,approved,282
13h 26,denied,33
13h 26,refunded,2
13h 27,approved,274
13h 27,denied,35
13h 28,approved,309
13h 28,denied,37
13h 28,reversed,2
13h 28,refunded,1
13h 29,denied,28
13h 29,approved,271
13h 29,reversed,1
13h 30,approved,303
13h 30,refunded,1
13h 30,denied,23
13h 31,approved,282
13h 31,denied,20
13h 32,approved,281
13h 32,reversed,1
13h 32,denied,21
13h 32,refunded,1
13h 33,approved,283
13h 33,denied,29
13h 33,refunded,1
13h 33,backend_reversed,1
13h 34,denied,22
13h 34,approved,302
13h 34,backend_reversed,1
13h 34,reversed,1
13h 35,approved,252
13h 35,denied,28
13h 36,backend_reversed,1
13h 36,reversed,1
13h 36,approved,285
13h 36,denied,26
13h 37,approved,290
13h 37,denied,28
13h 38,approved,289
13h 38,reversed,1
13h 38,denied,23
13h 39,denied,23
13h 39,approved,274
13h 40,approved,295
13h 40,reversed,2
13h 40,denied,33
13h 41,approved,306
13h 41,reversed,1
13h 41,denied,39
13h 42,reversed,3
13h 42,denied,28
13h 42,approved,283
13h 43,reversed,3
13h 43,refunded,1
13h 43,denied,26
13h 43,approved,296
13h 44,denied,30
13h 44,reversed,1
13h 44,approved,307
13h 45,denied,29
13h 45,approved,306
13h 45,reversed,1
13h 46,denied,30
13h 46,refunded,1
13h 46,approved,296
13h 47,denied,32
13h 47,approved,280
13h 47,refunded,1
13h 47,reversed,1
13h 48,reversed,2
13h 48,approved,288
13h 48,denied,34
13h 49,approved,301
13h 49,denied,30
13h 50,refunded,2
13h 50,approved,266
13h 50,denied,21
13h 51,approved,300
13h 51,denied,30
13h 51,reversed,1
13h 52,refunded,2
13h 52,denied,30
13h 52,approved,274
13h 52,reversed,1
13h 53,approved,285
13h 53,denied,24
13h 53,reversed,1
13h 54,denied,33
13h 54,approved,292
13h 55,refunded,1
13h 55,approved,279
13h 55,denied,25
13h 55,reversed,1
13h 56,reversed,3
13h 56,denied,30
13h 56,approved,266
13h 56,backend_reversed,1
13h 56,refunded,1
13h 57,approved,301
13h 57,denied,35
13h 57,backend_reversed,1
13h 58,refunded,4
13h 58,reversed,2
13h 58,backend_reversed,1
13h 58,denied,31
13h 58,approved,307
13h 59,denied,26
13h 59,backend_reversed,2
13h 59,refunded,1
13h 59,approved,300
14h 00,approved,289
14h 00,denied,22
14h 00,reversed,1
14h 01,denied,33
14h 01,approved,310
14h 01,refunded,2
14h 01,reversed,1
14h 02,denied,25
14h 02,reversed,1
14h 02,approved,269
14h 03,reversed,1
14h 03,refunded,1
14h 03,backend_reversed,1
14h 03,denied,24
14h 03,approved,317
14h 04,denied,24
14h 04,approved,295
14h 04,reversed,2
14h 05,approved,308
14h 05,denied,34
14h 06,approved,297
14h 06,denied,21
14h 06,refunded,1
14h 07,denied,27
14h 07,reversed,1
14h 07,approved,316
14h 07,refunded,1
14h 08,denied,33
14h 08,approved,267
14h 08,reversed,1
14h 09,approved,299
14h 09,denied,26
14h 09,refunded,1
14h 09,reversed,2
14h 10,reversed,1
14h 10,approved,292
14h 10,denied,28
14h 11,approved,323
14h 11,denied,24
14h 11,reversed,1
14h 11,refunded,2
14h 12,denied,39
14h 12,approved,323
14h 13,approved,285
14h 13,refunded,3
14h 13,denied,26
14h 14,denied,24
14h 14,approved,310
14h 14,reversed,3
14h 14,refunded,1
14h 15,approved,318
14h 15,refunded,1
14h 15,reversed,2
14h 15,denied,34
14h 16,reversed,2
14h 16,denied,38
14h 16,approved,311
14h 17,denied,27
14h 17,refunded,1
14h 17,approved,298
14h 17,reversed,2
14h 18,approved,341
14h 18,reversed,1
14h 18,denied,41
14h 19,reversed,1
14h 19,refunded,2
14h 19,denied,27
14h 19,approved,328
14h 20,approved,339
14h 20,denied,31
14h 20,refunded,2
14h 20,reversed,1
14h 21,approved,322
14h 21,denied,29
14h 21,reversed,2
14h 22,denied,29
14h 22,approved,340
14h 23,approved,336
14h 23,denied,36
14h 23,reversed,2
14h 24,approved,325
14h 24,denied,32
14h 24,reversed,1
14h 25,denied,36
14h 25,reversed,1
14h 25,failed,1
14h 25,approved,342
14h 26,approved,310
14h 26,reversed,1
14h 26,refunded,1
14h 26,denied,28
14h 27,denied,31
14h 27,refunded,1
14h 27,approved,340
14h 27,backend_reversed,1
14h 28,reversed,5
14h 28,approved,335
14h 28,denied,37
14h 28,refunded,2
14h 29,approved,346
14h 29,denied,34
14h 29,backend_reversed,1
14h 29,reversed,1
14h 30,denied,41
14h 30,backend_reversed,2
14h 30,reversed,6
14h 30,approved,327
14h 30,processing,1
14h 31,processing,5
14h 31,backend_reversed,2
14h 31,approved,125
14h 31,denied,11
14h 32,processing,1
14h 33,processing,8
14h 33,refunded,1
14h 33,backend_reversed,3
14h 33,approved,62
14h 33,denied,18
14h 33,reversed,122
14h 34,refunded,2
14h 34,reversed,148
14h 34,backend_reversed,3
14h 34,denied,19
14h 34,approved,102
14h 34,processing,10
14h 35,reversed,206
14h 35,processing,1
14h 35,approved,381
14h 35,backend_reversed,7
14h 35,refunded,4
14h 35,denied,73
14h 36,processing,5
14h 36,denied,44
14h 36,reversed,71
14h 36,approved,186
14h 36,refunded,4
14h 36,backend_reversed,5
14h 36,failed,1
14h 37,reversed,61
14h 37,denied,8
14h 37,processing,11
14h 37,approved,48
14h 37,backend_reversed,4
14h 38,refunded,3
14h 38,backend_reversed,5
14h 38,processing,12
14h 38,reversed,122
14h 38,approved,211
14h 38,denied,57
14h 39,backend_reversed,2
14h 39,approved,273
14h 39,reversed,121
14h 39,denied,39
14h 39,processing,1
14h 39,refunded,7
14h 40,denied,2
14h 40,approved,17
14h 40,processing,8
14h 40,backend_reversed,4
14h 40,reversed,31
14h 41,processing,7
14h 41,backend_reversed,1
14h 41,denied,62
14h 41,reversed,180
14h 41,refunded,2
14h 41,approved,248
14h 42,denied,87
14h 42,refunded,13
14h 42,backend_reversed,3
14h 42,approved,434
14h 42,reversed,193
14h 43,reversed,109
14h 43,approved,782
14h 43,backend_reversed,7
14h 43,denied,98
14h 43,refunded,11
14h 44,approved,305
14h 44,processing,14
14h 44,denied,54
14h 44,failed,1
14h 44,reversed,82
14h 44,refunded,1
14h 44,backend_reversed,6
14h 45,refunded,3
14h 45,backend_reversed,1
14h 45,reversed,116
14h 45,approved,136
14h 45,processing,2
14h 45,denied,39
14h 46,refunded,5
14h 46,failed,3
14h 46,backend_reversed,13
14h 46,processing,2
14h 46,approved,456
14h 46,reversed,139
14h 46,denied,129
14h 47,refunded,4
14h 47,backend_reversed,4
14h 47,denied,82
14h 47,approved,369
14h 47,processing,10
14h 47,reversed,63
14h 48,approved,342
14h 48,reversed,65
14h 48,backend_reversed,9
14h 48,denied,52
14h 48,processing,8
14h 49,denied,84
14h 49,backend_reversed,8
14h 49,refunded,5
14h 49,approved,107
14h 49,reversed,174
14h 49,failed,2
14h 50,denied,42
14h 50,backend_reversed,10
14h 50,refunded,3
14h 50,approved,239
14h 50,failed,2
14h 50,reversed,69
14h 50,processing,15
14h 51,approved,257
14h 51,backend_reversed,10
14h 51,processing,8
14h 51,failed,1
14h 51,reversed,159
14h 51,denied,50
14h 52,denied,94
14h 52,reversed,109
14h 52,refunded,5
14h 52,processing,8
14h 52,failed,1
14h 52,approved,558
14h 52,backend_reversed,6
14h 53,refunded,3
14h 53,backend_reversed,6
14h 53,denied,35
14h 53,failed,1
14h 53,reversed,66
14h 53,approved,243
14h 53,processing,8
14h 54,approved,14
14h 54,denied,2
14h 54,backend_reversed,4
14h 54,reversed,36
14h 54,processing,23
14h 56,denied,97
14h 56,reversed,172
14h 56,refunded,7
14h 56,backend_reversed,21
14h 56,approved,332
14h 56,processing,3
14h 56,failed,3
14h 57,approved,162
14h 57,backend_reversed,11
14h 57,denied,33
14h 57,processing,13
14h 57,failed,2
14h 57,reversed,57
14h 57,refunded,2
14h 58,reversed,179
14h 58,failed,1
14h 58,approved,171
14h 58,denied,82
14h 58,refunded,5
14h 58,backend_reversed,8
14h 58,processing,2
14h 59,approved,266
14h 59,reversed,124
14h 59,processing,12
14h 59,denied,47
14h 59,backend_reversed,2
14h 59,refunded,3
15h 00,reversed,83
15h 00,processing,2
15h 00,backend_reversed,2
15h 00,refunded,1
15h 00,approved,216
15h 00,denied,22
15h 01,reversed,95
15h 01,approved,224
15h 01,processing,6
15h 01,backend_reversed,6
15h 01,denied,36
15h 01,refunded,2
15h 02,refunded,3
15h 02,failed,1
15h 02,backend_reversed,13
15h 02,approved,200
15h 02,denied,73
15h 02,processing,8
15h 02,reversed,119
15h 03,approved,343
15h 03,backend_reversed,6
15h 03,processing,2
15h 03,denied,71
15h 03,failed,1
15h 03,reversed,162
15h 03,refunded,7
15h 04,failed,1
15h 04,processing,1
15h 04,denied,97
15h 04,refunded,11
15h 04,approved,629
15h 04,reversed,113
15h 04,backend_reversed,4
15h 05,reversed,79
15h 05,approved,461
15h 05,denied,76
15h 05,backend_reversed,4
15h 05,processing,8
15h 05,refunded,3
15h 06,refunded,6
15h 06,approved,621
15h 06,failed,1
15h 06,denied,107
15h 06,reversed,45
15h 06,backend_reversed,3
15h 07,approved,273
15h 07,processing,8
15h 07,backend_reversed,13
15h 07,refunded,5
15h 07,denied,68
15h 07,reversed,30
15h 07,failed,1
15h 08,backend_reversed,2
15h 08,reversed,55
15h 08,processing,10
15h 08,refunded,2
15h 08,approved,175
15h 08,denied,28
15h 09,processing,5
15h 09,reversed,40
15h 09,approved,25
15h 09,denied,19
15h 09,backend_reversed,1
15h 10,reversed,165
15h 10,approved,168
15h 10,backend_reversed,10
15h 10,denied,76
15h 10,processing,6
15h 10,failed,1
15h 10,refunded,1
15h 11,failed,1
15h 11,approved,418
15h 11,denied,92
15h 11,backend_reversed,10
15h 11,processing,1
15h 11,reversed,151
15h 11,refunded,7
15h 12,reversed,101
15h 12,approved,533
15h 12,denied,68
15h 12,processing,9
15h 12,backend_reversed,6
15h 12,refunded,4
15h 13,reversed,70
15h 13,backend_reversed,11
15h 13,processing,7
15h 13,denied,61
15h 13,refunded,1
15h 13,failed,1
15h 13,approved,218
15h 14,processing,5
15h 14,approved,114
15h 14,refunded,3
15h 14,reversed,72
15h 14,denied,44
15h 14,backend_reversed,8
15h 15,refunded,3
15h 15,approved,540
15h 15,denied,99
15h 15,processing,2
15h 15,reversed,118
15h 15,backend_reversed,10
15h 16,denied,108
15h 16,reversed,42
15h 16,approved,618
15h 16,backend_reversed,6
15h 16,refunded,8
15h 17,refunded,5
15h 17,backend_reversed,7
15h 17,reversed,44
15h 17,denied,105
15h 17,approved,468
15h 17,processing,5
15h 18,denied,11
15h 18,processing,6
15h 18,approved,52
15h 18,failed,1
15h 18,reversed,11
15h 19,approved,336
15h 19,denied,103
15h 19,backend_reversed,19
15h 19,reversed,200
15h 19,refunded,5
15h 19,processing,1
15h 19,failed,1
15h 20,reversed,96
15h 20,refunded,2
15h 20,approved,485
15h 20,failed,2
15h 20,processing,3
15h 20,denied,113
15h 20,backend_reversed,17
15h 21,denied,92
15h 21,backend_reversed,10
15h 21,reversed,71
15h 21,approved,558
15h 21,processing,4
15h 21,refunded,2
15h 21,failed,3
15h 22,approved,273
15h 22,processing,5
15h 22,refunded,1
15h 22,denied,56
15h 22,reversed,39
15h 22,backend_reversed,7
15h 22,failed,1
15h 24,reversed,263
15h 24,denied,101
15h 24,approved,300
15h 24,refunded,6
15h 24,backend_reversed,12
15h 24,failed,3
15h 25,refunded,5
15h 25,denied,53
15h 25,reversed,113
15h 25,approved,451
15h 25,failed,1
15h 26,denied,56
15h 26,approved,452
15h 26,refunded,3
15h 26,processing,2
15h 26,reversed,76
15h 26,backend_reversed,5
15h 27,approved,386
15h 27,processing,7
15h 27,failed,1
15h 27,reversed,30
15h 27,backend_reversed,5
15h 27,denied,63
15h 27,refunded,2
15h 28,reversed,57
15h 28,denied,62
15h 28,processing,3
15h 28,backend_reversed,7
15h 28,refunded,2
15h 28,approved,349
15h 29,reversed,68
15h 29,failed,3
15h 29,backend_reversed,5
15h 29,approved,577
15h 29,denied,111
15h 29,refunded,2
15h 30,denied,67
15h 30,reversed,26
15h 30,refunded,2
15h 30,backend_reversed,7
15h 30,approved,459
15h 31,backend_reversed,8
15h 31,approved,399
15h 31,processing,2
15h 31,denied,56
15h 31,refunded,4
15h 31,reversed,11
15h 31,failed,1
15h 32,backend_reversed,4
15h 32,processing,14
15h 32,approved,358
15h 32,failed,1
15h 32,denied,56
15h 32,reversed,15
15h 32,refunded,2
15h 34,denied,56
15h 34,backend_reversed,11
15h 34,failed,1
15h 34,approved,198
15h 34,reversed,275
15h 34,processing,5
15h 34,refunded,1
15h 35,denied,60
15h 35,reversed,119
15h 35,approved,420
15h 35,backend_reversed,1
15h 35,processing,4
15h 36,approved,97
15h 36,processing,30
15h 36,denied,18
15h 36,backend_reversed,4
15h 36,refunded,1
15h 36,reversed,75
15h 37,denied,53
15h 37,approved,177
15h 37,processing,7
15h 37,reversed,139
15h 37,refunded,1
15h 37,backend_reversed,12
15h 38,approved,141
15h 38,refunded,3
15h 38,reversed,52
15h 38,denied,22
15h 38,backend_reversed,7
15h 38,processing,5
15h 39,denied,42
15h 39,reversed,144
15h 39,approved,117
15h 39,backend_reversed,6
15h 39,refunded,6
15h 40,reversed,83
15h 40,approved,334
15h 40,processing,5
15h 40,failed,1
15h 40,denied,52
15h 40,backend_reversed,4
15h 40,refunded,1
15h 41,backend_reversed,6
15h 41,refunded,6
15h 41,approved,351
15h 41,reversed,140
15h 41,processing,4
15h 41,denied,52
15h 42,reversed,55
15h 42,approved,166
15h 42,refunded,4
15h 42,denied,28
15h 42,backend_reversed,5
15h 42,processing,7
15h 43,reversed,43
15h 43,refunded,1
15h 43,approved,41
15h 43,processing,7
15h 43,denied,23
15h 43,backend_reversed,2
15h 44,processing,3
15h 44,refunded,5
15h 44,backend_reversed,11
15h 44,denied,71
15h 44,approved,233
15h 44,reversed,168
15h 46,approved,4
15h 46,backend_reversed,5
15h 46,reversed,16
15h 46,denied,2
15h 47,refunded,3
15h 47,processing,7
15h 47,backend_reversed,7
15h 47,denied,30
15h 47,approved,200
15h 47,reversed,69
15h 48,reversed,91
15h 48,denied,36
15h 48,backend_reversed,1
15h 48,failed,1
15h 48,refunded,2
15h 48,processing,1
15h 48,approved,218
15h 49,backend_reversed,2
15h 49,refunded,1
15h 49,approved,138
15h 49,denied,23
15h 49,processing,1
15h 49,reversed,62
15h 50,approved,312
15h 50,denied,37
15h 50,refunded,2
15h 50,backend_reversed,1
15h 50,reversed,127
15h 51,reversed,129
15h 51,approved,466
15h 51,denied,48
15h 51,refunded,10
15h 51,backend_reversed,2
15h 52,refunded,4
15h 52,failed,1
15h 52,approved,313
15h 52,reversed,105
15h 52,denied,55
15h 52,processing,7
15h 52,backend_reversed,7
15h 53,reversed,104
15h 53,backend_reversed,5
15h 53,refunded,4
15h 53,approved,724
15h 53,denied,78
15h 54,denied,86
15h 54,approved,659
15h 54,reversed,28
15h 54,backend_reversed,7
15h 54,refunded,9
15h 55,processing,5
15h 55,backend_reversed,4
15h 55,refunded,1
15h 55,approved,109
15h 55,reversed,15
15h 55,denied,13
15h 56,processing,4
15h 56,reversed,4
15h 56,backend_reversed,1
15h 57,reversed,166
15h 57,processing,13
15h 57,refunded,9
15h 57,approved,223
15h 57,backend_reversed,20
15h 57,denied,66
15h 58,backend_reversed,7
15h 58,denied,13
15h 58,processing,6
15h 58,reversed,19
15h 58,approved,39
15h 59,denied,11
15h 59,approved,35
15h 59,reversed,41
15h 59,refunded,1
16h 00,reversed,171
16h 00,processing,3
16h 00,denied,52
16h 00,backend_reversed,11
16h 00,refunded,7
16h 00,approved,191
16h 01,processing,7
16h 01,reversed,103
16h 01,approved,124
16h 01,backend_reversed,8
16h 01,denied,33
16h 01,refunded,6
16h 02,backend_reversed,10
16h 02,approved,193
16h 02,refunded,3
16h 02,denied,30
16h 02,processing,1
16h 02,reversed,68
16h 03,refunded,7
16h 03,approved,282
16h 03,reversed,110
16h 03,denied,33
16h 03,processing,7
16h 03,backend_reversed,6
16h 04,approved,58
16h 04,refunded,2
16h 04,reversed,32
16h 04,denied,10
16h 04,processing,2
16h 04,backend_reversed,6
16h 05,reversed,97
16h 05,approved,121
16h 05,denied,32
16h 05,refunded,4
16h 05,backend_reversed,7
16h 05,processing,8
16h 07,denied,11
16h 07,backend_reversed,3
16h 07,reversed,39
